energy,z,rho,px,spx,py,spy,pz,spz,dtheta,sdtheta,emean,eres,
0.75,1000,1000,671.427,22.6328,646.168,21.0104,766.221,25.5848,0.727094,0.0256493,56.5342,10.5018,
0.75,1000,3000,668.234,10.9706,621.493,10.9554,766.057,12.6047,0.732755,0.0126113,57.2708,10.3507,
0.75,1000,5000,674.207,10.0598,684.912,10.0216,728.926,9.20624,0.723858,0.00932173,58.0241,10.5214,
0.75,1000,7000,646.802,8.96494,640.178,9.11011,582.527,7.14598,0.692984,0.00771436,58.0409,10.9706,
0.75,1000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,3000,1000,542.933,55.051,570.047,42.5653,732.632,57.2209,1.10954,0.272171,55.2427,10.1395,
0.75,3000,3000,607.34,24.2233,604.475,25.4097,693.714,27.9737,0.848517,0.0478304,56.7412,10.9099,
0.75,3000,5000,654.494,21.2989,659.024,19.7547,750.443,23.0885,0.757025,0.0262505,57.1994,10.4609,
0.75,3000,7000,691.535,22.4135,629.683,22.6966,697.334,20.5876,0.745287,0.0240211,57.8331,10.5035,
0.75,3000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,5000,1000,627.729,54.1847,569.428,60.0025,842.574,84.9693,0.948847,0.146451,57.9427,11.9645,
0.75,5000,3000,604.275,25.8929,565.28,23.2151,732.136,36.7267,0.753236,0.0388845,57.4847,10.8638,
0.75,5000,5000,630.86,20.0056,601.73,18.9801,751.634,24.8286,0.721609,0.02401,58.7734,10.4893,
0.75,5000,7000,675.378,19.7873,695.247,22.7558,901.523,34.9381,0.759287,0.0237789,57.7094,10.9883,
0.75,5000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,7000,1000,567.802,58.633,617.996,83.3967,458.543,39.8667,1.34189,0.421644,58.7718,11.1791,
0.75,7000,3000,558.626,23.5509,550.411,25.9615,539.432,22.6797,0.819812,0.0495353,58.4782,10.922,
0.75,7000,5000,576.863,19.3114,621.247,23.023,548.893,17.2169,0.740043,0.0302214,58.3727,10.8107,
0.75,7000,7000,597.512,22.4137,545.935,17.8768,514.226,15.829,0.696065,0.0237848,57.963,11.6005,
0.75,7000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,1000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,3000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,5000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,7000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,1000,1000,546.979,14.9001,504.507,14.1853,632.971,16.9634,0.709377,0.0223387,80.4138,12.4703,
1.25,1000,3000,535.083,8.33739,533.647,8.53625,608.132,9.20181,0.726323,0.0127654,81.0798,12.2084,
1.25,1000,5000,552.494,7.39977,560.439,7.06566,600.697,6.89238,0.736449,0.00996016,82.3739,12.2042,
1.25,1000,7000,512.262,6.90361,506.441,6.79864,483.527,5.57866,0.711352,0.00820156,82.1938,13.1346,
1.25,1000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,3000,1000,527.913,42.2262,475.481,48.1578,517.912,48.1825,1.05733,0.272439,78.8696,12.9651,
1.25,3000,3000,511.769,19.6501,464.252,17.5906,557.174,23.2639,0.793698,0.0473015,80.4357,12.2586,
1.25,3000,5000,567.755,15.9975,533.796,13.8701,574.453,16.3549,0.79182,0.0288421,81.6524,12.7299,
1.25,3000,7000,591.78,20.0322,589.498,20.1109,550.925,17.4906,0.666822,0.0198111,81.8202,13.0896,
1.25,3000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,5000,1000,455.421,55.5518,402.334,36.7343,580.451,53.2793,1.07364,0.204886,81.8225,12.8623,
1.25,5000,3000,511.959,19.8344,493.872,19.1765,599.089,25.9189,0.817473,0.0441104,82.2571,12.1519,
1.25,5000,5000,512.838,14.5064,513.675,15.2806,670.976,22.752,0.790494,0.027446,83.2181,12.0456,
1.25,5000,7000,559.047,17.0745,583.127,17.1093,762.802,33.0091,0.772865,0.0249223,82.7785,13.2702,
1.25,5000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,7000,1000,381.441,32.3132,400.472,30.9751,502.511,43.3863,0.993618,0.171274,82.2603,13.0618,
1.25,7000,3000,448.199,20.8793,448.541,19.8093,452.617,20.7972,1.00996,0.0936954,82.1103,12.58,
1.25,7000,5000,466.451,15.719,450.546,16.8554,504.703,16.3591,0.746715,0.0289979,83.2009,12.8471,
1.25,7000,7000,455.301,15.6283,453.68,16.9826,497.467,19.3825,0.778852,0.0289545,82.0563,14.1284,
1.25,7000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,9000,1000,0,0,0,0,0,0,0,0,0,0,
