energy,z,rho,px,spx,py,spy,pz,spz,dtheta,sdtheta,emean,eres,
0.75,1000,1000,857.128,28.1408,777.969,27.5701,913.337,28.6171,0.760308,0.0286873,24.6274,6.3485,
0.75,1000,3000,835.446,14.2431,809.823,14.7797,897.853,14.8568,0.701482,0.0110574,25.1529,6.04848,
0.75,1000,5000,921.741,14.3526,953.262,15.3502,868.491,10.5695,0.699335,0.00805945,25.5279,6.22625,
0.75,1000,7000,826.973,9.57771,809.827,9.75219,721.973,8.2369,0.71379,0.00849836,25.5649,6.36302,
0.75,1000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,3000,1000,887.283,90.7311,998.122,124.723,840.447,92.6035,1.0105,0.187385,24.5378,6.83549,
0.75,3000,3000,838.857,39.5487,849.243,38.285,871.268,31.5764,0.767059,0.0435473,25.4463,6.30901,
0.75,3000,5000,918.762,30.4289,920.988,31.4163,841.502,22.1226,0.712915,0.0228407,25.3104,6.4507,
0.75,3000,7000,813.064,24.0877,882.282,24.1464,751.623,19.6934,0.750794,0.0237399,25.4002,6.5084,
0.75,3000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,5000,1000,832.598,104.025,942.289,113.85,929.753,93.7039,1.20628,0.288411,24.3643,6.25078,
0.75,5000,3000,768.97,29.0459,758.24,31.5097,1044.34,45.4616,0.874077,0.0563938,24.9797,6.72338,
0.75,5000,5000,780.917,27.6762,852.597,26.8758,870.962,26.0499,0.723908,0.0235514,25.6992,6.564,
0.75,5000,7000,787.42,24.6316,793.408,21.1865,868.911,28.3927,0.759697,0.023869,25.3387,6.53062,
0.75,5000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,7000,1000,665.485,58.4712,636.215,64.6622,588.241,52.6163,1.0806,0.231563,25.6034,6.74582,
0.75,7000,3000,567.445,26.901,599.104,23.4294,617.011,25.6021,0.747867,0.0436188,25.2146,6.9542,
0.75,7000,5000,619.759,20.0221,589.46,22.171,716.917,25.9091,0.761383,0.0323799,25.4642,6.38736,
0.75,7000,7000,578.019,18.4256,614.764,19.9439,616.985,19.5606,0.746303,0.0258304,25.4837,6.6609,
0.75,7000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,1000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,3000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,5000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,7000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,1000,1000,703.855,21.2491,697.462,20.3948,822.427,22.8374,0.757301,0.0309094,33.7117,7.04099,
1.25,1000,3000,743.884,12.8318,712.093,12.6824,837.691,13.1756,0.76514,0.0149996,34.0376,6.92778,
1.25,1000,5000,809.495,11.2037,799.032,10.9719,792.688,9.04952,0.74272,0.010075,34.6429,7.16894,
