energy,z,rho,px,spx,py,spy,pz,spz,dtheta,sdtheta,emean,eres,
0.75,1000,1000,490.364,13.93,466.045,12.3441,558.296,15.5211,0.76199,0.0278593,194.437,24.446,
0.75,1000,3000,458.852,7.25381,472.343,7.32,571.222,7.55025,0.742832,0.0137175,197.074,25.0606,
0.75,1000,5000,486.327,6.0337,500.076,6.41298,516.936,5.04213,0.741112,0.00965735,201.162,24.9841,
0.75,1000,7000,563.934,8.60068,566.535,8.30614,452.646,4.40738,0.699115,0.00775326,199.937,27.4372,
0.75,1000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,3000,1000,503.884,41.5233,484.327,47.3011,523.978,35.0684,1.14486,0.226302,193.75,26.7679,
0.75,3000,3000,449.574,15.9574,415.854,14.7702,486.536,14.644,0.773477,0.0436073,200.205,24.0374,
0.75,3000,5000,472.637,13.4425,486.156,14.3509,466.723,11.6635,0.736338,0.0237535,199.926,25.6626,
0.75,3000,7000,582.511,18.2719,584.636,20.2642,422.335,12.1262,0.753826,0.0234025,199.151,26.4818,
0.75,3000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,5000,1000,409.242,30.7911,354.66,24.3777,437.4,40.6933,1.02085,0.192563,195.308,28.1107,
0.75,5000,3000,388.081,15.2915,381.741,13.1276,442.124,16.8131,0.796589,0.0408336,199.106,25.09,
0.75,5000,5000,399.459,11.8488,421.741,11.6813,484.458,13.7782,0.74305,0.0265184,203.425,25.1178,
0.75,5000,7000,505.314,15.0851,506.341,15.8754,648.311,18.1743,0.727078,0.0224854,200.905,27.128,
0.75,5000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,7000,1000,375.04,26.9598,317.607,26.1841,473.282,40.8754,0.980379,0.153641,200.905,25.9021,
0.75,7000,3000,374.415,15.1243,360.685,14.7131,507.323,21.6861,0.76685,0.0400741,201.087,26.3985,
0.75,7000,5000,369.573,10.2167,350.7,11.3572,452.719,14.5844,0.749817,0.0289247,201.758,25.589,
0.75,7000,7000,347.134,8.68714,381.183,11.7844,411.911,13.0269,0.79498,0.0283429,201.433,29.7201,
0.75,7000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,1000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,3000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,5000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,7000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,1000,1000,404.323,10.4612,410.526,10.7569,537.836,14.1288,0.712774,0.0252831,267.109,28.2839,
1.25,1000,3000,422.147,6.4715,413.845,6.12373,507.065,6.60899,0.690686,0.0109265,268.368,28.7532,
1.25,1000,5000,418.322,5.46402,428.49,5.27068,461.223,4.48849,0.71722,0.00895712,272.225,29.1918,
1.25,1000,7000,480.101,7.30286,477.414,7.58266,378.605,3.70003,0.740693,0.0098114,273.397,32.1431,
1.25,1000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,3000,1000,408.696,37.2522,423.09,36.0853,521.81,45.8749,1.26627,0.373866,263.48,28.5886,
1.25,3000,3000,408.652,14.6218,386.194,14.1597,422.559,15.0657,0.761073,0.0419555,267.538,27.5026,
1.25,3000,5000,430.052,11.5979,416.514,12.1154,431.985,11.3054,0.722008,0.0248028,268.932,29.0749,
1.25,3000,7000,508.362,15.886,505.6,14.0091,352.592,9.57678,0.748886,0.022304,272.327,32.2026,
1.25,3000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,5000,1000,274.526,26.2877,302.207,26.856,371.845,26.3473,1.30411,0.365867,270.075,28.1624,
1.25,5000,3000,318.98,11.4561,331.467,12.4487,413.953,16.0802,0.774487,0.0366231,272.664,28.5333,
