energy,z,rho,px,spx,py,spy,pz,spz,dtheta,sdtheta,emean,eres,
0.75,1000,1000,475.429,17.0335,471.149,14.9969,612.106,20.3469,0.712568,0.0270801,109.535,17.6336,
0.75,1000,3000,474.733,7.37193,458.527,7.5171,563.315,10.3459,0.735366,0.0144762,111.142,17.7158,
0.75,1000,5000,479.436,6.25958,481.374,6.71014,500.039,6.45923,0.702675,0.00915422,112.785,17.7762,
0.75,1000,7000,329.492,7.32517,331.9,7.34062,368.271,7.94311,0.725714,0.0161507,108.191,19.8734,
0.75,1000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,3000,1000,432.86,42.3701,415.437,34.1485,573.012,72.656,0.9475,0.163431,108.709,17.7804,
0.75,3000,3000,482.145,17.7652,417.278,16.691,560.863,20.3552,0.79313,0.0414699,110.284,17.1028,
0.75,3000,5000,460.661,13.1904,480.569,16.0351,522.777,13.9928,0.698749,0.0223443,112.27,16.6566,
0.75,3000,7000,325.733,16.1706,348.723,17.5686,499.435,22.9121,0.799852,0.0581583,107.318,18.9026,
0.75,3000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,5000,1000,380.066,27.5828,455.24,29.6432,418.169,40.2343,0.962183,0.147829,115.386,17.5825,
0.75,5000,3000,420.099,15.3767,479.105,18.0759,541.861,25.4378,0.896905,0.0589861,111.571,18.2361,
0.75,5000,5000,470.538,13.8537,491.826,15.5696,859.148,46.6757,0.733537,0.0268542,114.38,17.9151,
0.75,5000,7000,473.93,27.2185,433.646,35.4987,1156.23,227.399,0.744677,0.0557894,109.681,17.9153,
0.75,5000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,7000,1000,555.245,135.629,549.151,164.824,1044.81,398.333,7.25856,6.22052,109.11,17.9428,
0.75,7000,3000,418.864,32.0852,473.795,38.1045,814.472,78.4271,0.899467,0.133114,111.289,19.8473,
0.75,7000,5000,455.547,22.3891,386.372,22.0105,826.695,58.414,0.848694,0.0803797,108.898,19.1969,
0.75,7000,7000,401.921,47.7478,318.27,25.9893,911.776,151.99,1.29129,0.353662,105.569,20.4589,
0.75,7000,9000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,1000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,3000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,5000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,7000,0,0,0,0,0,0,0,0,0,0,
0.75,9000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,1000,1000,348.012,9.3925,397.681,10.7262,501.71,16.5731,0.738213,0.0277043,157.417,20.3885,
1.25,1000,3000,390.241,6.39122,378.553,5.98234,461.594,7.92524,0.733574,0.0141046,159.247,21.0107,
1.25,1000,5000,397.287,5.07658,407.179,5.47212,420.331,5.04342,0.735488,0.0107767,161.705,21.1771,
1.25,1000,7000,288.787,7.27457,299.101,7.04214,314.638,6.38128,0.754877,0.0183725,156.684,23.3545,
1.25,1000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,3000,1000,347.618,31.8094,374.909,35.4986,473.706,34.1054,1.19938,0.312132,157.016,21.8726,
1.25,3000,3000,389.684,15.8502,359.938,13.633,415.939,14.2935,0.766774,0.0400656,157.839,20.7898,
1.25,3000,5000,394.063,10.1547,374.456,11.4307,433.323,10.8024,0.763787,0.0262869,162.479,20.8475,
1.25,3000,7000,317.484,16.3406,315.862,17.1622,378.156,18.6169,0.892999,0.0768977,155.822,23.6044,
1.25,3000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,5000,1000,412.044,37.069,336.392,37.5144,482.661,57.4645,1.37968,0.419328,160.419,21.7867,
1.25,5000,3000,391.52,14.2435,381.549,15.1303,422.629,17.346,0.819015,0.0410143,163.103,21.9291,
1.25,5000,5000,382.756,10.7503,390.273,10.9042,508.973,18.4444,0.757808,0.0264193,164.696,21.0963,
1.25,5000,7000,391.923,19.4625,387.468,23.1185,624.544,40.7594,0.826323,0.0629692,158.124,26.5806,
1.25,5000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,7000,1000,396.487,68.8454,310.165,47.6948,1053.54,347.262,1.60294,0.96317,150.895,21.2003,
1.25,7000,3000,266.527,16.9782,335.873,23.8267,834.262,98.7102,1.26403,0.302945,157.092,23.7647,
1.25,7000,5000,349.041,18.4941,360.722,19.9568,752.288,64.686,0.830533,0.0759328,157.981,23.635,
1.25,7000,7000,298.937,26.1239,343.116,29.8336,740.942,86.3941,1.47205,0.519346,153.895,23.125,
1.25,7000,9000,0,0,0,0,0,0,0,0,0,0,
1.25,9000,1000,0,0,0,0,0,0,0,0,0,0,
1.25,9000,3000,0,0,0,0,0,0,0,0,0,0,
1.25,9000,5000,0,0,0,0,0,0,0,0,0,0,
1.25,9000,7000,0,0,0,0,0,0,0,0,0,0,
1.25,9000,9000,0,0,0,0,0,0,0,0,0,0,
1.75,1000,1000,350.251,9.69651,337.515,9.54648,403.242,12.0711,0.74023,0.0296493,209.126,24.0969,
1.75,1000,3000,341.844,5.65435,340.689,5.14162,391.684,6.28184,0.7082,0.012528,210.366,23.9895,
1.75,1000,5000,348.61,4.25446,354.177,4.47359,357.441,4.42418,0.715451,0.00925108,213.587,24.0057,
1.75,1000,7000,257.778,5.45522,272.152,5.54105,273.828,5.54318,0.738832,0.0161132,208.157,25.8791,
1.75,1000,9000,0,0,0,0,0,0,0,0,0,0,
1.75,3000,1000,301.124,17.6706,312.431,20.9288,422.425,23.9708,1.068,0.192815,209.366,25.1173,
1.75,3000,3000,342.046,11.4795,325.089,11.2882,396.19,13.3767,0.809562,0.0407995,210.016,22.9906,
1.75,3000,5000,354.563,9.22736,346.878,8.79837,383.331,9.5915,0.746756,0.0247385,212.545,24.0113,
1.75,3000,7000,261.491,12.5702,267.796,12.6118,289.48,14.5529,0.817444,0.0650173,203.558,25.9953,
1.75,3000,9000,0,0,0,0,0,0,0,0,0,0,
1.75,5000,1000,270.289,15.4444,315.447,23.1801,333.507,27.9882,1.03266,0.19545,210.769,23.5983,
1.75,5000,3000,309.796,10.9003,313.325,11.7045,319.896,11.9784,0.787378,0.0461546,212.104,24.5354,
1.75,5000,5000,340.636,8.91399,349.498,9.18937,393.91,10.605,0.724074,0.0242561,218.077,23.9563,
1.75,5000,7000,322.714,14.2511,322.246,14.961,328.252,18.3083,0.797338,0.0524142,208.226,27.5523,
1.75,5000,9000,0,0,0,0,0,0,0,0,0,0,
1.75,7000,1000,208.632,28.1258,311.259,44.2364,854.777,275.601,1.77082,1.36925,209.022,31.9867,
