energy,z,rho,px,spx,py,spy,pz,spz,dtheta,sdtheta,emean,eres,
0.75,1000,1000,1206.42,50.5263,1223.92,55.7788,1436.44,75.5361,0.725577,0.024808,19.3839,5.94983,
0.75,1000,3000,1580.23,39.1391,1477.94,34.429,1626.57,37.3951,0.695159,0.0108955,19.0479,5.92527,
0.75,1000,5000,1713.59,32.2752,1705.3,29.5252,1407.19,28.5983,0.679765,0.00725042,19.5016,5.91329,
0.75,1000,7000,1335.94,20.4715,1382,21.8232,1274.83,21.2765,0.70698,0.00694003,19.5814,5.96065,
0.75,1000,9000,698.02,23.2005,766.2,30.0496,1025.62,34.1676,0.72287,0.0121681,19.515,5.88179,
0.75,3000,1000,1814.9,304.506,1197.7,186.732,1777.93,371.383,1.07804,0.202827,19.6773,6.02364,
0.75,3000,3000,1191.96,61.6981,1107.79,95.1717,1232.01,66.7562,0.787357,0.0423167,19.1731,5.8774,
0.75,3000,5000,1450.42,61.499,1401.44,62.9407,1434.43,53.5847,0.731927,0.0241993,19.1423,5.89689,
0.75,3000,7000,1172.67,41.4112,1240.05,42.2241,1232.54,50.4666,0.76074,0.0216561,19.5313,6.07496,
0.75,3000,9000,679.391,48.9401,600.877,28.6132,1142.55,78.5759,0.740631,0.0391589,19.1265,5.58811,
0.75,5000,1000,2640.58,478.297,2254.75,430.486,2751.09,566.642,2.04052,1.41898,19.9935,5.86336,
0.75,5000,3000,1470.17,102.976,1602.51,115.87,1776.18,150.041,0.751809,0.0385801,19.6496,6.34217,
0.75,5000,5000,1374.59,73.7955,1641.5,72.7569,1570.52,59.8033,0.766752,0.0270329,19.0898,5.77096,
0.75,5000,7000,1302.47,48.9334,1320.68,47.3487,1532.72,49.3231,0.739107,0.0196802,19.8758,5.94247,
0.75,5000,9000,880.433,78.4207,714.746,49.7938,1658.26,138.141,0.808262,0.0425783,19.4367,5.97955,
0.75,7000,1000,2501.06,469.133,2983.44,637.978,17509.9,17576.6,0.99334,0.170654,19.536,6.15492,
0.75,7000,3000,1313.26,90.4399,1298.53,96.966,787.905,53.9198,0.760275,0.0402704,19.8192,6.00059,
0.75,7000,5000,1562.34,79.5499,1965.35,92.7468,811.355,40.2427,0.76952,0.0263249,19.3356,5.96782,
0.75,7000,7000,1368.64,46.9158,1171.42,39.2757,763.305,28.2502,0.745406,0.0194091,20.2479,6.29078,
0.75,7000,9000,737.671,53.6162,864.877,64.5451,9009.38,5581.03,0.769035,0.0433837,19.5023,6.06977,
0.75,9000,1000,8202.5,12360.8,4739.41,2699.05,11744.4,10339.6,1.49228,0.927226,19.8507,6.03461,
0.75,9000,3000,3189.31,672.22,2732.24,600.104,446.14,78.9346,1.06016,0.198051,18.9762,5.94603,
0.75,9000,5000,1708.95,215.149,2099.11,256.019,3176.73,462.182,0.908448,0.0773057,19.8229,5.99656,
0.75,9000,7000,1565.49,158.177,1902.95,177.884,291.796,28.9978,0.832968,0.0540444,19.2821,5.77724,
0.75,9000,9000,3324.7,979.791,2820.46,630.71,4103.55,1590.33,1.12451,0.230149,18.8037,5.91196,
1.25,1000,1000,810.158,26.8775,805.233,24.3006,957.602,30.7271,0.763439,0.0260973,30.6643,7.22045,
1.25,1000,3000,884.566,16.2946,882.111,18.2089,953.666,17.8761,0.703073,0.010828,30.701,7.39579,
1.25,1000,5000,945.163,14.937,995.497,17.7835,948.345,13.9464,0.688893,0.00753987,31.0064,7.30192,
1.25,1000,7000,931.352,10.9224,920.963,10.8033,795.806,9.43059,0.718889,0.00721322,31.6335,7.33484,
1.25,1000,9000,559.673,11.7881,540.362,11.3837,660.466,14.4976,0.705829,0.0111704,31.1299,7.47872,
