energy,z,rho,px,spx,py,spy,pz,spz,dtheta,sdtheta,emean,eres,
0.75,1000,1000,900.186,32.1405,875.313,28.0303,1012.97,30.8914,0.781505,0.0261484,27.7987,7.75375,
0.75,1000,3000,945.283,17.9765,915.798,17.5259,964.239,19.3868,0.731315,0.0115788,27.9158,7.26821,
0.75,1000,5000,1004.22,15.2414,997.86,16.3429,914.664,12.4678,0.726935,0.00910273,28.7347,7.24515,
0.75,1000,7000,954.952,10.159,980.787,10.5332,852.255,9.08717,0.744672,0.00830146,29.1521,7.48896,
0.75,1000,9000,556.131,10.2627,556.964,11.0526,651.714,12.1337,0.691904,0.0105626,28.8669,7.57035,
0.75,3000,1000,1068.08,131.286,857.612,116.723,1087.31,146.626,1.32283,0.445592,27.4739,7.77513,
0.75,3000,3000,895.124,41.0113,941.367,40.7415,902.138,34.3129,0.787039,0.0407695,27.2969,8.06138,
0.75,3000,5000,906.074,35.7235,844.599,31.9248,925.603,28.7011,0.751478,0.0283098,28.045,7.38721,
0.75,3000,7000,921.917,23.3293,989.89,24.7967,897.651,20.8686,0.713695,0.0184876,28.8577,8.05103,
0.75,3000,9000,546.612,25.167,479.851,25.1424,845.164,39.1452,0.804901,0.0511184,28.6348,7.73725,
0.75,5000,1000,1126.31,121.462,799.953,64.8074,1367.99,186.455,0.976901,0.144114,28.1429,8.08812,
0.75,5000,3000,742.147,34.8486,806.296,36.8077,1094.56,52.4568,0.779985,0.0371973,27.9488,8.06862,
0.75,5000,5000,888.018,30.9437,951.994,36.477,1102.9,36.1173,0.760694,0.0291321,28.6365,7.68195,
0.75,5000,7000,866.838,22.702,930.849,24.7441,981.698,24.9507,0.737005,0.020101,28.9929,8.07693,
0.75,5000,9000,596.027,25.8829,529.424,23.7831,1067.88,62.1655,0.778884,0.0467049,28.9824,8.00797,
0.75,7000,1000,919.59,118.387,694.305,86.8815,825.723,131.779,1.19089,0.255346,29.1806,7.52126,
0.75,7000,3000,754.139,36.9141,849.497,40.0716,682.62,32.0284,0.805051,0.0515883,28.5618,7.95676,
0.75,7000,5000,858.651,31.7255,867.553,33.055,702.521,23.4402,0.728014,0.0262933,28.549,8.43343,
0.75,7000,7000,842.829,21.7037,849.255,27.1875,673.46,18.3671,0.751563,0.0199255,29.0181,8.3733,
0.75,7000,9000,527.11,24.0823,537.725,22.5394,581.634,33.5824,0.777889,0.0404504,28.655,8.51806,
0.75,9000,1000,1969.44,886.5,1138.64,256.497,256.265,49.7709,1.47973,0.78539,27.8997,7.00072,
0.75,9000,3000,569.328,48.0504,697.432,61.4592,234.453,17.1923,0.845239,0.107865,27.8291,7.80444,
0.75,9000,5000,605.437,50.6146,562.253,40.3206,261.308,20.8451,0.910492,0.0951807,28.1896,7.88674,
0.75,9000,7000,651.333,35.9195,674.419,38.033,263.66,14.4524,0.747023,0.0465969,29.1003,8.15892,
0.75,9000,9000,581.121,64.384,577.476,80.4441,263.015,44.5389,0.985842,0.223997,27.9729,8.42208,
1.25,1000,1000,656.864,16.7586,673.371,17.1041,753.826,20.4825,0.725533,0.0236463,44.6512,9.46438,
1.25,1000,3000,698.25,10.5233,674.351,9.84543,778.514,11.253,0.683455,0.00987951,44.8974,9.19294,
1.25,1000,5000,757.696,10.2046,732.068,10.0906,751.134,8.73504,0.687538,0.00775967,45.8154,9.2936,
1.25,1000,7000,769.899,7.91519,775.663,8.11425,700.907,6.91817,0.704537,0.00685347,46.9587,9.47275,
1.25,1000,9000,448.12,6.90056,464.877,7.54123,530.61,8.35852,0.685981,0.0103834,46.5315,9.26534,
1.25,3000,1000,805.761,85.1758,743.077,68.0202,840.373,85.525,0.965189,0.1466,43.2421,8.41191,
1.25,3000,3000,726.621,29.0998,701.452,28.3896,779.868,31.4307,0.82065,0.0478759,45.1918,9.68042,
1.25,3000,5000,741.864,21.2787,705.39,20.7422,763.025,21.0692,0.724257,0.0227766,45.1424,9.14191,
1.25,3000,7000,770.787,16.6949,781.061,18.633,751.153,18.2963,0.757769,0.0211466,46.3678,9.30009,
1.25,3000,9000,464.823,15.5873,459.008,16.2125,611.335,26.7832,0.805226,0.0432338,46.2231,9.44832,
1.25,5000,1000,693.894,52.9139,538.936,61.5396,746.798,67.467,1.1412,0.218736,43.9044,9.80075,
1.25,5000,3000,607.788,21.0134,663.747,26.4647,849.494,41.797,0.832396,0.0546772,46.7071,9.34895,
1.25,5000,5000,682.909,20.7838,732.391,20.9472,785.527,20.7915,0.714422,0.0252133,45.979,9.62189,
1.25,5000,7000,778.057,19.3006,796.723,18.7207,909.604,24.1951,0.710002,0.0180956,46.9949,9.2084,
1.25,5000,9000,463.225,16.9493,506.987,20.4107,803.103,58.5035,0.768004,0.0400131,47.2758,8.99137,
1.25,7000,1000,610.323,71.1464,529.44,48.715,758.162,101.777,1.22229,0.306783,46.7369,9.38292,
1.25,7000,3000,591.86,26.6539,622.784,22.7367,597.398,23.8479,0.770989,0.0421695,46.1013,9.52223,
1.25,7000,5000,592.606,16.7546,596.236,17.582,581.481,18.7343,0.751026,0.029835,46.6087,9.17196,
1.25,7000,7000,686.126,17.5114,649.46,17.1035,594.475,15.2297,0.71392,0.0176486,47.9759,9.36759,
1.25,7000,9000,452.363,17.326,467.315,16.9272,514.387,20.9454,0.847593,0.0573649,46.3886,9.00934,
1.25,9000,1000,543.022,154.649,290.112,44.5253,173.75,45.0982,2.99773,4.63852,48.3584,10.4976,
1.25,9000,3000,414.118,37.7364,458.432,34.5976,287.741,29.6689,1.04596,0.190912,45.7406,9.03851,
1.25,9000,5000,452.588,26.3549,424.339,25.628,270.901,19.8994,0.752466,0.0591327,45.7595,9.68243,
1.25,9000,7000,541.649,29.6104,488.025,19.922,327.138,22.8382,0.776064,0.0432488,47.5802,9.20586,
1.25,9000,9000,411.219,37.727,463.422,38.8211,239.518,31.9215,1.41225,0.515187,47.7459,8.87892,
1.75,1000,1000,608.116,15.4714,591.681,15.5448,746.714,20.2708,0.731669,0.0218072,62.8452,10.868,
1.75,1000,3000,601.778,9.25488,612.913,9.35476,694.217,10.6538,0.711543,0.0112797,63.3533,10.4783,
1.75,1000,5000,618.327,7.13486,627.034,7.87084,664.318,7.30609,0.706116,0.00782534,64.1164,9.99742,
1.75,1000,7000,683.51,7.08661,687.565,6.95812,609.915,5.5623,0.701509,0.00694861,65.5786,10.5837,
1.75,1000,9000,411.554,6.3569,420.655,6.53931,469.155,7.19257,0.723117,0.0122697,64.6173,10.4229,
